Date,Open,High,Low,Close,Adj Close,Volume
"Dec 29, 2023",193.90,194.40,191.73,192.53,191.13,"42,628,800"
"Dec 28, 2023",194.14,194.66,193.17,193.58,192.17,"34,049,900"
"Dec 27, 2023",192.49,193.50,191.09,193.15,191.75,"48,087,700"
"Dec 26, 2023",193.61,193.89,192.83,193.05,191.65,"28,919,300"
"Dec 22, 2023",195.18,195.41,192.97,193.60,192.19,"37,122,800"
"Dec 21, 2023",196.10,197.08,193.50,194.68,193.26,"46,482,500"
"Dec 20, 2023",196.90,197.68,194.83,194.83,193.41,"52,242,800"
"Dec 19, 2023",196.16,196.95,195.89,196.94,195.51,"40,714,100"
"Dec 18, 2023",196.09,196.63,194.39,195.89,194.47,"55,751,900"
"Dec 15, 2023",197.53,198.40,197.00,197.57,196.13,"128,256,700"
"Dec 14, 2023",198.02,199.62,196.16,198.11,196.67,"66,831,600"
"Dec 13, 2023",195.09,198.00,194.85,197.96,196.52,"70,404,200"
"Dec 12, 2023",193.08,194.72,191.72,194.71,193.29,"52,696,900"
"Dec 11, 2023",193.11,193.49,191.42,193.18,191.78,"60,943,700"
"Dec 8, 2023",194.20,195.99,193.67,195.71,194.29,"53,377,300"
"Dec 7, 2023",193.63,195.00,193.59,194.27,192.86,"47,477,700"
"Dec 6, 2023",194.45,194.76,192.11,192.32,190.92,"41,089,700"
"Dec 5, 2023",190.21,194.40,190.18,193.42,192.01,"66,628,400"
"Dec 4, 2023",189.98,190.05,187.45,189.43,188.05,"43,389,500"
"Dec 1, 2023",190.33,191.56,189.23,191.24,189.85,"45,679,300"
"Nov 30, 2023",189.84,190.32,188.19,189.95,188.57,"48,794,400"
"Nov 29, 2023",190.90,192.09,188.97,189.37,187.99,"43,014,200"
"Nov 28, 2023",189.78,191.08,189.40,190.40,189.02,"38,415,400"
"Nov 27, 2023",189.92,190.67,188.90,189.79,188.41,"40,552,600"
"Nov 24, 2023",190.87,190.90,189.25,189.97,188.59,"24,048,300"
"Nov 22, 2023",191.49,192.93,190.83,191.31,189.92,"39,617,700"
"Nov 21, 2023",191.41,191.52,189.74,190.64,189.25,"38,134,500"
"Nov 20, 2023",189.89,191.91,189.88,191.45,190.06,"46,505,100"
"Nov 17, 2023",190.25,190.38,188.57,189.69,188.31,"50,922,700"
"Nov 16, 2023",189.57,190.96,188.65,189.71,188.33,"54,412,900"
"Nov 15, 2023",187.85,189.50,187.78,188.01,186.64,"53,790,500"
"Nov 14, 2023",187.70,188.11,186.30,187.44,186.08,"60,108,400"
"Nov 13, 2023",185.82,186.03,184.21,184.80,183.46,"43,627,500"
"Nov 10, 2023",0.24 Dividend,,,,,
"Nov 10, 2023",183.97,186.57,183.53,186.40,185.04,"66,133,400"
"Nov 9, 2023",182.96,184.12,181.81,182.41,180.85,"53,763,500"
"Nov 8, 2023",182.35,183.45,181.59,182.89,181.32,"49,340,300"
"Nov 7, 2023",179.18,182.44,178.97,181.82,180.26,"70,530,000"
"Nov 6, 2023",176.38,179.43,176.21,179.23,177.69,"63,841,300"
"Nov 3, 2023",174.24,176.82,173.35,176.65,175.14,"79,763,700"
"Nov 2, 2023",175.52,177.78,175.46,177.57,176.05,"77,334,800"
"Nov 1, 2023",171.00,174.23,170.12,173.97,172.48,"56,934,900"
"Oct 31, 2023",169.35,170.90,167.90,170.77,169.31,"44,846,000"
"Oct 30, 2023",169.02,171.17,168.87,170.29,168.83,"51,131,000"
"Oct 27, 2023",166.91,168.96,166.83,168.22,166.78,"58,499,100"
"Oct 26, 2023",170.37,171.38,165.67,166.89,165.46,"70,625,300"
"Oct 25, 2023",171.88,173.06,170.65,171.10,169.63,"57,157,000"
"Oct 24, 2023",173.05,173.67,171.45,173.44,171.95,"43,816,600"
"Oct 23, 2023",170.91,174.01,169.93,173.00,171.52,"55,980,100"
"Oct 20, 2023",175.31,175.42,172.64,172.88,171.40,"64,189,300"
"Oct 19, 2023",176.04,177.84,175.19,175.46,173.96,"59,302,900"
"Oct 18, 2023",175.58,177.58,175.11,175.84,174.33,"54,764,400"
"Oct 17, 2023",176.65,178.42,174.80,177.15,175.63,"57,549,400"
"Oct 16, 2023",176.75,179.08,176.51,178.72,177.19,"52,517,000"
"Oct 13, 2023",181.42,181.93,178.14,178.85,177.32,"51,427,100"
"Oct 12, 2023",180.07,182.34,179.04,180.71,179.16,"56,743,100"
"Oct 11, 2023",178.20,179.85,177.60,179.80,178.26,"47,551,100"
"Oct 10, 2023",178.10,179.72,177.95,178.39,176.86,"43,698,000"
"Oct 9, 2023",176.81,179.05,175.80,178.99,177.46,"42,390,800"
"Oct 6, 2023",173.80,177.99,173.18,177.49,175.97,"57,224,100"
"Oct 5, 2023",173.79,175.45,172.68,174.91,173.41,"48,527,900"
"Oct 4, 2023",171.09,174.21,170.97,173.66,172.17,"53,020,300"
"Oct 3, 2023",172.26,173.63,170.82,172.40,170.92,"49,594,600"
"Oct 2, 2023",171.22,174.30,170.93,173.75,172.26,"52,164,500"
"Sep 29, 2023",172.02,173.07,170.34,171.21,169.74,"51,814,200"
"Sep 28, 2023",169.34,172.03,167.62,170.69,169.23,"56,294,400"
"Sep 27, 2023",172.62,173.04,169.05,170.43,168.97,"66,921,800"
"Sep 26, 2023",174.82,175.20,171.66,171.96,170.49,"64,588,900"
"Sep 25, 2023",174.20,176.97,174.15,176.08,174.57,"46,172,700"
"Sep 22, 2023",174.67,177.08,174.05,174.79,173.29,"56,725,400"
"Sep 21, 2023",174.55,176.30,173.86,173.93,172.44,"63,047,900"
"Sep 20, 2023",179.26,179.70,175.40,175.49,173.98,"58,436,200"
"Sep 19, 2023",177.52,179.63,177.13,179.07,177.53,"51,826,900"
"Sep 18, 2023",176.48,179.38,176.17,177.97,176.44,"67,257,600"
"Sep 15, 2023",176.48,176.50,173.82,175.01,173.51,"109,205,100"
"Sep 14, 2023",174.00,176.10,173.58,175.74,174.23,"60,895,800"
"Sep 13, 2023",176.51,177.30,173.98,174.21,172.72,"84,267,900"
"Sep 12, 2023",179.49,180.13,174.82,176.30,174.79,"90,370,200"
"Sep 11, 2023",180.07,180.30,177.34,179.36,177.82,"58,953,100"
"Sep 8, 2023",178.35,180.24,177.79,178.18,176.65,"65,551,300"
"Sep 7, 2023",175.18,178.21,173.54,177.56,176.04,"112,488,800"
"Sep 6, 2023",188.40,188.85,181.47,182.91,181.34,"81,755,800"
"Sep 5, 2023",188.28,189.98,187.61,189.70,188.07,"45,280,000"
"Sep 1, 2023",189.49,189.92,188.28,189.46,187.84,"45,732,600"
"Aug 31, 2023",187.84,189.12,187.48,187.87,186.26,"60,794,500"
"Aug 30, 2023",184.94,187.85,184.74,187.65,186.04,"60,813,900"
"Aug 29, 2023",179.70,184.90,179.50,184.12,182.54,"53,003,900"
"Aug 28, 2023",180.09,180.59,178.55,180.19,178.64,"43,820,700"
"Aug 25, 2023",177.38,179.15,175.82,178.61,177.08,"51,449,600"
"Aug 24, 2023",180.67,181.10,176.01,176.38,174.87,"54,945,800"
"Aug 23, 2023",178.52,181.55,178.33,181.12,179.57,"52,722,800"
"Aug 22, 2023",177.06,177.68,176.25,177.23,175.71,"42,084,200"
"Aug 21, 2023",175.07,176.13,173.74,175.84,174.33,"46,311,900"
"Aug 18, 2023",172.30,175.10,171.96,174.49,172.99,"61,114,200"
"Aug 17, 2023",177.14,177.51,173.48,174.00,172.51,"66,062,900"
"Aug 16, 2023",177.13,178.54,176.50,176.57,175.06,"46,964,900"
"Aug 15, 2023",178.88,179.48,177.05,177.45,175.93,"43,622,600"
"Aug 14, 2023",177.97,179.69,177.31,179.46,177.92,"43,675,600"
"Aug 11, 2023",0.24 Dividend,,,,,
"Aug 11, 2023",177.32,178.62,176.55,177.79,176.27,"51,988,100"
"Aug 10, 2023",179.48,180.75,177.60,177.97,176.21,"54,686,900"
"Aug 9, 2023",180.87,180.93,177.01,178.19,176.42,"60,378,500"
"Aug 8, 2023",179.69,180.27,177.58,179.80,178.02,"67,823,000"
"Aug 7, 2023",182.13,183.13,177.35,178.85,177.08,"97,576,100"
"Aug 4, 2023",185.52,187.38,181.92,181.99,180.19,"115,799,700"
"Aug 3, 2023",191.57,192.37,190.69,191.17,189.27,"61,235,200"
"Aug 2, 2023",195.04,195.18,191.85,192.58,190.67,"50,389,300"
"Aug 1, 2023",196.24,196.73,195.28,195.61,193.67,"35,175,100"
"Jul 31, 2023",196.06,196.49,195.26,196.45,194.50,"38,824,100"
"Jul 28, 2023",194.67,196.63,194.14,195.83,193.89,"48,291,400"
"Jul 27, 2023",196.02,197.20,192.55,193.22,191.30,"47,460,200"
"Jul 26, 2023",193.67,195.64,193.32,194.50,192.57,"47,471,900"
"Jul 25, 2023",193.33,194.44,192.92,193.62,191.70,"37,283,200"
"Jul 24, 2023",193.41,194.91,192.25,192.75,190.84,"45,377,800"
"Jul 21, 2023",194.10,194.97,191.23,191.94,190.04,"71,917,800"
"Jul 20, 2023",195.09,196.47,192.50,193.13,191.22,"59,581,200"
"Jul 19, 2023",193.10,198.23,192.65,195.10,193.17,"80,507,300"
"Jul 18, 2023",193.35,194.33,192.42,193.73,191.81,"48,353,800"
"Jul 17, 2023",191.90,194.32,191.81,193.99,192.07,"50,520,200"
"Jul 14, 2023",190.23,191.18,189.63,190.69,188.80,"41,573,900"
"Jul 13, 2023",190.50,191.19,189.78,190.54,188.65,"41,342,300"
"Jul 12, 2023",189.68,191.70,188.47,189.77,187.89,"60,750,200"
"Jul 11, 2023",189.16,189.30,186.60,188.08,186.22,"46,638,100"
"Jul 10, 2023",189.26,189.99,187.04,188.61,186.74,"59,922,200"
"Jul 7, 2023",191.41,192.67,190.24,190.68,188.79,"46,778,000"
"Jul 6, 2023",189.84,192.02,189.20,191.81,189.91,"45,094,300"
"Jul 5, 2023",191.57,192.98,190.62,191.33,189.43,"46,920,300"
"Jul 3, 2023",193.78,193.88,191.76,192.46,190.55,"31,458,200"
"Jun 30, 2023",191.63,194.48,191.26,193.97,192.05,"85,069,600"
"Jun 29, 2023",189.08,190.07,188.94,189.59,187.71,"46,347,300"
"Jun 28, 2023",187.93,189.90,187.60,189.25,187.37,"51,216,800"
"Jun 27, 2023",185.89,188.39,185.67,188.06,186.20,"50,730,800"
"Jun 26, 2023",186.83,188.05,185.23,185.27,183.43,"48,088,700"
"Jun 23, 2023",185.55,187.56,185.01,186.68,184.83,"53,079,300"
"Jun 22, 2023",183.74,187.05,183.67,187.00,185.15,"51,245,300"
"Jun 21, 2023",184.90,185.41,182.59,183.96,182.14,"49,515,700"
"Jun 20, 2023",184.41,186.10,184.41,185.01,183.18,"49,799,100"
"Jun 16, 2023",186.73,186.99,184.27,184.92,183.09,"101,235,600"
"Jun 15, 2023",183.96,186.52,183.78,186.01,184.17,"65,433,200"
"Jun 14, 2023",183.37,184.39,182.02,183.95,182.13,"57,462,900"
"Jun 13, 2023",182.80,184.15,182.44,183.31,181.49,"54,929,100"
"Jun 12, 2023",181.27,183.89,180.97,183.79,181.97,"54,274,900"
"Jun 9, 2023",181.50,182.23,180.63,180.96,179.17,"48,870,700"
"Jun 8, 2023",177.90,180.84,177.46,180.57,178.78,"50,214,900"
"Jun 7, 2023",178.44,181.21,177.32,177.82,176.06,"61,944,600"
"Jun 6, 2023",179.97,180.12,177.43,179.21,177.43,"64,848,400"
"Jun 5, 2023",182.63,184.95,178.04,179.58,177.80,"121,946,500"
"Jun 2, 2023",181.03,181.78,179.26,180.95,179.16,"61,945,900"
"Jun 1, 2023",177.70,180.12,176.93,180.09,178.30,"68,901,800"
"May 31, 2023",177.33,179.35,176.76,177.25,175.49,"99,625,300"
"May 30, 2023",176.96,178.99,176.57,177.30,175.54,"55,964,400"
"May 26, 2023",173.32,175.77,173.11,175.43,173.69,"54,835,000"
"May 25, 2023",172.41,173.90,171.69,172.99,171.28,"56,058,300"
"May 24, 2023",171.09,172.42,170.52,171.84,170.14,"45,143,500"
"May 23, 2023",173.13,173.38,171.28,171.56,169.86,"50,747,300"
"May 22, 2023",173.98,174.71,173.45,174.20,172.47,"43,570,900"
"May 19, 2023",176.39,176.39,174.94,175.16,173.42,"55,772,400"
"May 18, 2023",173.00,175.24,172.58,175.05,173.31,"65,496,700"
"May 17, 2023",171.71,172.93,170.42,172.69,170.98,"57,951,600"
"May 16, 2023",171.99,173.14,171.80,172.07,170.36,"42,110,300"
"May 15, 2023",173.16,173.21,171.47,172.07,170.36,"37,266,700"
"May 12, 2023",0.24 Dividend,,,,,
"May 12, 2023",173.62,174.06,171.00,172.57,170.86,"45,497,800"
"May 11, 2023",173.85,174.59,172.17,173.75,171.79,"49,514,700"
"May 10, 2023",173.02,174.03,171.90,173.56,171.60,"53,724,500"
"May 9, 2023",173.05,173.54,171.60,171.77,169.83,"45,326,900"
"May 8, 2023",172.48,173.85,172.11,173.50,171.54,"55,962,800"
"May 5, 2023",170.98,174.30,170.76,173.57,171.61,"113,316,400"
"May 4, 2023",164.89,167.04,164.31,165.79,163.92,"81,235,400"
"May 3, 2023",169.50,170.92,167.16,167.45,165.56,"65,136,000"
"May 2, 2023",170.09,170.35,167.54,168.54,166.64,"48,425,700"
"May 1, 2023",169.28,170.45,168.64,169.59,167.68,"52,472,900"
"Apr 28, 2023",168.49,169.85,167.88,169.68,167.77,"55,209,200"
"Apr 27, 2023",165.19,168.56,165.19,168.41,166.51,"64,902,300"
"Apr 26, 2023",163.06,165.28,162.80,163.76,161.91,"45,498,800"
"Apr 25, 2023",165.19,166.31,163.73,163.77,161.92,"48,714,100"
"Apr 24, 2023",165.00,165.60,163.89,165.33,163.46,"41,949,600"
"Apr 21, 2023",165.05,166.45,164.49,165.02,163.16,"58,337,300"
"Apr 20, 2023",166.09,167.87,165.56,166.65,164.77,"52,456,400"
"Apr 19, 2023",165.80,168.16,165.54,167.63,165.74,"47,720,200"
"Apr 18, 2023",166.10,167.41,165.65,166.47,164.59,"49,923,000"
"Apr 17, 2023",165.09,165.39,164.03,165.23,163.37,"41,516,200"
"Apr 14, 2023",164.59,166.32,163.82,165.21,163.35,"49,386,500"
"Apr 13, 2023",161.63,165.80,161.42,165.56,163.69,"68,445,600"
"Apr 12, 2023",161.22,162.06,159.78,160.10,158.29,"50,133,100"
"Apr 11, 2023",162.35,162.36,160.51,160.80,158.99,"47,644,200"
"Apr 10, 2023",161.42,162.03,160.08,162.03,160.20,"47,716,900"
"Apr 6, 2023",162.43,164.96,162.00,164.66,162.80,"45,390,100"
"Apr 5, 2023",164.74,165.05,161.80,163.76,161.91,"51,511,700"
"Apr 4, 2023",166.60,166.84,165.11,165.63,163.76,"46,278,300"
"Apr 3, 2023",164.27,166.29,164.22,166.17,164.30,"56,976,200"
"Mar 31, 2023",162.44,165.00,161.91,164.90,163.04,"68,749,800"
"Mar 30, 2023",161.53,162.47,161.27,162.36,160.53,"49,501,700"
"Mar 29, 2023",159.37,161.05,159.35,160.77,158.96,"51,305,700"
"Mar 28, 2023",157.97,158.49,155.98,157.65,155.87,"45,992,200"
"Mar 27, 2023",159.94,160.77,157.87,158.28,156.49,"52,390,300"
"Mar 24, 2023",158.86,160.34,157.85,160.25,158.44,"59,196,500"
"Mar 23, 2023",158.83,161.55,157.68,158.93,157.14,"67,622,100"
"Mar 22, 2023",159.30,162.14,157.81,157.83,156.05,"75,701,800"
"Mar 21, 2023",157.32,159.40,156.54,159.28,157.48,"73,938,300"
"Mar 20, 2023",155.07,157.82,154.15,157.40,155.62,"73,641,400"
"Mar 17, 2023",156.08,156.74,154.28,155.00,153.25,"98,944,600"
"Mar 16, 2023",152.16,156.46,151.64,155.85,154.09,"76,161,100"
"Mar 15, 2023",151.19,153.25,149.92,152.99,151.26,"77,167,900"
"Mar 14, 2023",151.28,153.40,150.10,152.59,150.87,"73,695,900"
"Mar 13, 2023",147.81,153.14,147.70,150.47,148.77,"84,457,100"
"Mar 10, 2023",150.21,150.94,147.61,148.50,146.82,"68,572,400"
"Mar 9, 2023",153.56,154.54,150.23,150.59,148.89,"53,833,600"
"Mar 8, 2023",152.81,153.47,151.83,152.87,151.15,"47,204,800"
"Mar 7, 2023",153.70,154.03,151.13,151.60,149.89,"56,182,000"
"Mar 6, 2023",153.79,156.30,153.46,153.83,152.09,"87,558,000"
"Mar 3, 2023",148.04,151.11,147.33,151.03,149.33,"70,732,300"
"Mar 2, 2023",144.38,146.71,143.90,145.91,144.26,"52,238,100"
"Mar 1, 2023",146.83,147.23,145.01,145.31,143.67,"55,479,000"
"Feb 28, 2023",147.05,149.08,146.83,147.41,145.75,"50,547,000"
"Feb 27, 2023",147.71,149.17,147.45,147.92,146.25,"44,998,500"
"Feb 24, 2023",147.11,147.19,145.72,146.71,145.06,"55,469,600"
"Feb 23, 2023",150.09,150.34,147.24,149.40,147.71,"48,394,200"
"Feb 22, 2023",148.87,149.95,147.16,148.91,147.23,"51,011,300"
"Feb 21, 2023",150.20,151.30,148.41,148.48,146.81,"58,867,200"
"Feb 17, 2023",152.35,153.00,150.85,152.55,150.83,"59,144,100"
"Feb 16, 2023",153.51,156.33,153.35,153.71,151.98,"68,167,900"
"Feb 15, 2023",153.11,155.50,152.88,155.33,153.58,"65,573,800"
"Feb 14, 2023",152.12,153.77,150.86,153.20,151.47,"61,707,600"
"Feb 13, 2023",150.95,154.26,150.92,153.85,152.11,"62,199,000"
"Feb 10, 2023",0.23 Dividend,,,,,
"Feb 10, 2023",149.46,151.34,149.22,151.01,149.31,"57,450,700"
"Feb 9, 2023",153.78,154.33,150.42,150.87,148.94,"56,007,100"
"Feb 8, 2023",153.88,154.58,151.17,151.92,149.98,"64,120,100"
"Feb 7, 2023",150.64,155.23,150.64,154.65,152.67,"83,322,600"
"Feb 6, 2023",152.57,153.10,150.78,151.73,149.79,"69,858,300"
"Feb 3, 2023",148.03,157.38,147.83,154.50,152.52,"154,357,300"
"Feb 2, 2023",148.90,151.18,148.17,150.82,148.89,"118,339,000"
"Feb 1, 2023",143.97,146.61,141.32,145.43,143.57,"77,663,600"
"Jan 31, 2023",142.70,144.34,142.28,144.29,142.44,"65,874,500"
"Jan 30, 2023",144.96,145.55,142.85,143.00,141.17,"64,015,300"
"Jan 27, 2023",143.16,147.23,143.08,145.93,144.06,"70,555,800"
"Jan 26, 2023",143.17,144.25,141.90,143.96,142.12,"54,105,100"
"Jan 25, 2023",140.89,142.43,138.81,141.86,140.05,"65,799,300"
"Jan 24, 2023",140.31,143.16,140.30,142.53,140.71,"66,435,100"
"Jan 23, 2023",138.12,143.32,137.90,141.11,139.31,"81,760,300"
"Jan 20, 2023",135.28,138.02,134.22,137.87,136.11,"80,223,600"
"Jan 19, 2023",134.08,136.25,133.77,135.27,133.54,"58,280,400"
"Jan 18, 2023",136.82,138.61,135.03,135.21,133.48,"69,672,800"
"Jan 17, 2023",134.83,137.29,134.13,135.94,134.20,"63,646,600"
"Jan 13, 2023",132.03,134.92,131.66,134.76,133.04,"57,809,700"
"Jan 12, 2023",133.88,134.26,131.44,133.41,131.70,"71,379,600"
"Jan 11, 2023",131.25,133.51,130.46,133.49,131.78,"69,458,900"
"Jan 10, 2023",130.26,131.26,128.12,130.73,129.06,"63,896,200"
"Jan 9, 2023",130.47,133.41,129.89,130.15,128.49,"70,790,800"
"Jan 6, 2023",126.01,130.29,124.89,129.62,127.96,"87,754,700"
"Jan 5, 2023",127.13,127.77,124.76,125.02,123.42,"80,962,700"
"Jan 4, 2023",126.89,128.66,125.08,126.36,124.74,"89,113,600"
"Jan 3, 2023",130.28,130.90,124.17,125.07,123.47,"112,117,500"
"Dec 30, 2022",128.41,129.95,127.43,129.93,128.27,"77,034,200"
"Dec 29, 2022",127.99,130.48,127.73,129.61,127.95,"75,703,700"
"Dec 28, 2022",129.67,131.03,125.87,126.04,124.43,"85,438,400"
"Dec 27, 2022",131.38,131.41,128.72,130.03,128.37,"69,007,800"
"Dec 23, 2022",130.92,132.42,129.64,131.86,130.17,"63,814,900"
"Dec 22, 2022",134.35,134.56,130.30,132.23,130.54,"77,852,100"
"Dec 21, 2022",132.98,136.81,132.75,135.45,133.72,"85,928,000"
"Dec 20, 2022",131.39,133.25,129.89,132.30,130.61,"77,432,800"
"Dec 19, 2022",135.11,135.20,131.32,132.37,130.68,"79,592,600"
"Dec 16, 2022",136.69,137.65,133.73,134.51,132.79,"160,156,900"
"Dec 15, 2022",141.11,141.80,136.03,136.50,134.75,"98,931,900"
"Dec 14, 2022",145.35,146.66,141.16,143.21,141.38,"82,291,200"
"Dec 13, 2022",149.50,149.97,144.24,145.47,143.61,"93,886,200"
"Dec 12, 2022",142.70,144.50,141.06,144.49,142.64,"70,462,700"
"Dec 9, 2022",142.34,145.57,140.90,142.16,140.34,"76,097,000"
"Dec 8, 2022",142.36,143.52,141.10,142.65,140.83,"62,128,300"
"Dec 7, 2022",142.19,143.37,140.00,140.94,139.14,"69,721,100"
"Dec 6, 2022",147.07,147.30,141.92,142.91,141.08,"64,727,200"
"Dec 5, 2022",147.77,150.92,145.77,146.63,144.75,"68,826,400"
"Dec 2, 2022",145.96,148.00,145.65,147.81,145.92,"65,447,400"
"Dec 1, 2022",148.21,149.13,146.61,148.31,146.41,"71,250,400"
"Nov 30, 2022",141.40,148.72,140.55,148.03,146.14,"111,380,900"
"Nov 29, 2022",144.29,144.81,140.35,141.17,139.36,"83,763,800"
"Nov 28, 2022",145.14,146.64,143.38,144.22,142.38,"69,246,000"
"Nov 25, 2022",148.31,148.88,147.12,148.11,146.22,"35,195,900"
"Nov 23, 2022",149.45,151.83,149.34,151.07,149.14,"58,301,400"
"Nov 22, 2022",148.13,150.42,146.93,150.18,148.26,"51,804,100"
"Nov 21, 2022",150.16,150.37,147.72,148.01,146.12,"58,724,100"
"Nov 18, 2022",152.31,152.70,149.97,151.29,149.36,"74,829,600"
"Nov 17, 2022",146.43,151.48,146.15,150.72,148.79,"80,389,400"
"Nov 16, 2022",149.13,149.87,147.29,148.79,146.89,"64,218,300"
"Nov 15, 2022",152.22,153.59,148.56,150.04,148.12,"89,868,300"
"Nov 14, 2022",148.97,150.28,147.43,148.28,146.38,"73,374,100"
"Nov 11, 2022",145.82,150.01,144.37,149.70,147.79,"93,979,700"
"Nov 10, 2022",141.24,146.87,139.50,146.87,144.99,"118,854,000"
"Nov 9, 2022",138.50,138.55,134.59,134.87,133.15,"74,917,800"
"Nov 8, 2022",140.41,141.43,137.49,139.50,137.72,"89,908,500"
"Nov 7, 2022",137.11,139.15,135.67,138.92,137.14,"83,374,600"
"Nov 4, 2022",0.23 Dividend,,,,,
"Nov 4, 2022",142.09,142.67,134.38,138.38,136.61,"140,814,800"
"Nov 3, 2022",142.06,142.80,138.75,138.88,136.88,"97,918,500"
"Nov 2, 2022",148.95,152.17,145.00,145.03,142.94,"93,604,600"
"Nov 1, 2022",155.08,155.45,149.13,150.65,148.48,"80,379,300"
"Oct 31, 2022",153.16,154.24,151.92,153.34,151.13,"97,943,200"
"Oct 28, 2022",148.20,157.50,147.82,155.74,153.49,"164,762,400"
"Oct 27, 2022",148.07,149.05,144.13,144.80,142.71,"109,180,200"
"Oct 26, 2022",150.96,151.99,148.04,149.35,147.20,"88,194,300"
"Oct 25, 2022",150.09,152.49,149.36,152.34,150.14,"74,732,300"
"Oct 24, 2022",147.19,150.23,146.00,149.45,147.29,"75,981,900"
"Oct 21, 2022",142.87,147.85,142.65,147.27,145.15,"86,548,600"
"Oct 20, 2022",143.02,145.89,142.65,143.39,141.32,"64,522,000"
"Oct 19, 2022",141.69,144.95,141.50,143.86,141.79,"61,758,300"
"Oct 18, 2022",145.49,146.70,140.61,143.75,141.68,"99,136,600"
"Oct 17, 2022",141.07,142.90,140.27,142.41,140.36,"85,250,900"
"Oct 14, 2022",144.31,144.52,138.19,138.38,136.38,"88,598,000"
"Oct 13, 2022",134.99,143.59,134.37,142.99,140.93,"113,224,000"
"Oct 12, 2022",139.13,140.36,138.16,138.34,136.34,"70,433,700"
"Oct 11, 2022",139.90,141.35,138.22,138.98,136.98,"77,033,700"
"Oct 10, 2022",140.42,141.89,138.57,140.42,138.39,"74,899,000"
"Oct 7, 2022",142.54,143.10,139.45,140.09,138.07,"85,925,600"
"Oct 6, 2022",145.81,147.54,145.22,145.43,143.33,"68,402,200"
"Oct 5, 2022",144.07,147.38,143.01,146.40,144.29,"79,471,000"
"Oct 4, 2022",145.03,146.22,144.26,146.10,143.99,"87,830,100"
"Oct 3, 2022",138.21,143.07,137.69,142.45,140.40,"114,311,700"
